date,time,number,abbr,sector,status,value
2004-02-11,10:01:54.405,PVX57H-R,DLM,Consumer Non-Durables,MERGED,0.39071486
2004-02-11,10:01:54.405,GTX9GD-R,MCS,Consumer Services,MERGED,0.39056575
2004-02-11,10:01:54.405,PSRH1X-R,LAD,Retail Trade,MERGED,0.3890476
2004-02-11,10:01:54.405,PC3RV6-R,EDMC.XX1,Consumer Services,MERGED,0.3871005
2004-02-11,10:01:54.405,L6GSQG-R,KCP,Consumer Durables,MERGED,0.38530863
2004-02-11,10:01:54.405,BM9QXX-R,TSN,Consumer Non-Durables,MERGED,0.3819932
2004-02-11,10:01:54.406,VXKKH3-R,TECH,Health Technology,MERGED,0.38040703
2004-02-11,10:01:54.406,SC3XNZ-R,IVC,Health Technology,MERGED,0.37943443
2004-02-11,10:01:54.406,X0N4MP-R,ED,Utilities,MERGED,0.37584483
2004-02-11,10:01:54.406,BQQGL4-R,AGR,Utilities,MERGED,0.37417754
2004-02-11,10:01:54.406,D9JH82-R,WCC,Distribution Services,MERGED,0.37354951
2004-02-11,10:01:54.406,G35BYT-R,PAG,Retail Trade,MERGED,0.37256938
2004-02-11,10:01:54.406,H3ZBG4-R,BHE,Electronic Technology,MERGED,0.37203854
2004-02-11,10:01:54.406,D3ZZ43-R,EFD.XX9,Technology Services,MERGED,0.37194084
2004-02-11,10:01:54.406,QZ2T6Y-R,EPC,Consumer Non-Durables,MERGED,0.37074672
2004-02-11,10:01:54.406,S2111F-R,LFUS,Producer Manufacturing,MERGED,0.36971047
2004-02-11,10:01:54.406,G6QL68-R,GTY,Finance,MERGED,0.36900382
2004-02-11,10:01:54.406,NYN4GC-R,CPT,Finance,MERGED,0.36885634
2004-02-11,10:01:54.406,P21PSF-R,PRAA,Commercial Services,MERGED,0.36705856
2004-02-11,10:01:54.406,PTS6KP-R,DOX,Technology Services,MERGED,0.36673007
2004-02-11,10:01:54.406,P5BP94-R,HOG,Consumer Durables,MERGED,0.36615948
2004-02-11,10:01:54.406,D0LDT1-R,NVR,Consumer Durables,MERGED,0.36520114
2004-02-11,10:01:54.406,F739QD-R,RARE.XX1,Consumer Services,MERGED,0.36291646
2004-02-11,10:01:54.406,FZRM9L-R,IMGC,Health Technology,MERGED,0.36278513
2004-02-11,10:01:54.406,CTWW7H-R,WPSL,Finance,MERGED,0.36276078
2004-02-11,10:01:54.406,B93Q6B-R,EPIQ,Technology Services,MERGED,0.36208701
2004-02-11,10:01:54.406,H67MJ3-R,HIBB,Retail Trade,MERGED,0.36177279
2004-02-11,10:01:54.406,S48W7Z-R,NOVN.XX2,Health Technology,MERGED,0.3612707
2004-02-11,10:01:54.407,RT7HCR-R,TYL,Technology Services,MERGED,0.36106364
2004-02-11,10:01:54.407,B6YVPL-R,SFA.XX9,Electronic Technology,MERGED,0.36103017
2004-02-11,10:01:54.407,KT121G-R,SRCP.XX1,Technology Services,MERGED,0.36071206
2004-02-11,10:01:54.407,D2QWLF-R,HYSL,Technology Services,MERGED,0.36061652
2004-02-11,10:01:54.407,CGGG4R-R,NEM,Non-Energy Minerals,MERGED,0.36022257
2004-02-11,10:01:54.407,PJPRSK-R,CTB,Consumer Durables,MERGED,0.35730723
2004-02-11,10:01:54.407,VNRDMV-R,TROW,Finance,MERGED,0.35659112
2004-02-11,10:01:54.407,QWT5HN-R,TEN,Producer Manufacturing,MERGED,0.35565176
2004-02-11,10:01:54.407,BK2FRW-R,ABC,Distribution Services,MERGED,0.35537809
2004-02-11,10:01:54.407,T2YF0Y-R,CEPH,Health Technology,MERGED,0.35422129
2004-02-11,10:01:54.407,CN8PXX-R,CZR.XX1,Consumer Services,MERGED,0.35287818
2004-02-11,10:01:54.407,J861LP-R,OMM,Transportation,MERGED,0.34870038
2004-02-11,10:01:54.407,WM5QN1-R,HAE,Health Technology,MERGED,0.34863176
2004-02-11,10:01:54.407,NDG727-R,APCC.XX9,Electronic Technology,MERGED,0.34838825
2004-02-11,10:01:54.407,WYHGG3-R,EPL,Energy Minerals,MERGED,0.34774056
2004-02-11,10:01:54.407,V3L076-R,ICUI,Health Technology,MERGED,0.34687901
2004-02-11,10:01:54.407,DBNXVB-R,BRK.B,Finance,MERGED,0.34509181
2004-02-11,10:01:54.407,KCD5HL-R,JAS,Retail Trade,MERGED,0.34341595
2004-02-11,10:01:54.407,VWLZ1B-R,DSCP,Electronic Technology,MERGED,0.34327453
2004-02-11,10:01:54.407,RRXJ79-R,SSINQ,Retail Trade,MERGED,0.34263798
2004-02-11,10:01:54.407,KGNQ4W-R,VRE,Finance,MERGED,0.34173509
2004-02-11,10:01:54.407,PHNSTK-R,HBG,Finance,MERGED,0.34068477
2004-02-11,10:01:54.407,H401TT-R,HLX,Industrial Services,MERGED,0.34061244
2004-02-11,10:01:54.407,VXLQQ6-R,MD,Health Services,MERGED,0.34018303
2004-02-11,10:01:54.407,HMVVTC-R,BEN,Finance,MERGED,0.34005372
2004-02-11,10:01:54.407,PF829F-R,NMG.B,Retail Trade,MERGED,0.33842776
2004-02-11,10:01:54.407,MXPNCT-R,AAN.XX1,Finance,MERGED,0.3368828
2004-02-11,10:01:54.408,H7DGWR-R,HAS,Consumer Durables,MERGED,0.33639597
2004-02-11,10:01:54.408,HLW58K-R,IPAR,Consumer Non-Durables,MERGED,0.33631226
2004-02-11,10:01:54.408,PJNRWM-R,GIB,Technology Services,MERGED,0.33578769
2004-02-11,10:01:54.408,FPVVBS-R,HNZ,Consumer Non-Durables,MERGED,0.33404347
2004-02-11,10:01:54.408,KYCY91-R,LHX,Electronic Technology,MERGED,0.33387032
2004-02-11,10:01:54.408,Q53D75-R,GME,Retail Trade,MERGED,0.33345621
2004-02-11,10:01:54.408,RGTSXX-R,BGFV,Retail Trade,MERGED,0.33344213
2004-02-11,10:01:54.408,B6TD5D-R,BJS,Industrial Services,MERGED,0.33223
2004-02-11,10:01:54.408,KDBZBK-R,IART,Health Technology,MERGED,0.33129024
2004-02-11,10:01:54.408,KPM1VZ-R,AGU,Process Industries,MERGED,0.33009424
2004-02-11,10:01:54.408,LJKG0W-R,CHRS.XX1,Retail Trade,MERGED,0.32951279
2004-02-11,10:01:54.408,V0C3QG-R,PALDF,Non-Energy Minerals,MERGED,0.3261138
2004-02-11,10:01:54.408,NPPJ2X-R,PKZ,Energy Minerals,MERGED,0.3259605
2004-02-11,10:01:54.408,MXPVS0-R,PACR,Transportation,MERGED,0.32103894
2004-02-11,10:01:54.408,V60F1Z-R,TTEK,Industrial Services,MERGED,0.32042902
2004-02-11,10:01:54.408,TMV83K-R,PP.XX9,Finance,MERGED,0.32030442
2004-02-11,10:01:54.408,GN6RRQ-R,TXT,Electronic Technology,MERGED,0.31997999
2004-02-11,10:01:54.408,T7HRLL-R,BLIAQ,Retail Trade,MERGED,0.31997411
2004-02-11,10:01:54.408,X45LCD-R,INET.XX11,Technology Services,MERGED,0.31861884
2004-02-11,10:01:54.408,VDVJM1-R,YRK,Producer Manufacturing,MERGED,0.31857286
2004-02-11,10:01:54.408,LQDQS0-R,ANN,Retail Trade,MERGED,0.31856821
2004-02-11,10:01:54.408,VYQ02C-R,FLS,Producer Manufacturing,MERGED,0.31702328
2004-02-11,10:01:54.408,PD98GG-R,HD,Retail Trade,MERGED,0.31653983
2004-02-11,10:01:54.408,F039VR-R,PSSI,Distribution Services,MERGED,0.3113924
2004-02-11,10:01:54.408,DCYMKL-R,OUTR,Producer Manufacturing,MERGED,0.31132593
2004-02-11,10:01:54.409,NV2X6X-R,NMG.A,Retail Trade,MERGED,0.30873402
2004-02-11,10:01:54.409,N13KC6-R,SPOK,Communications,MERGED,0.3074189
2004-02-11,10:01:54.409,GJYHMP-R,CRDN,Producer Manufacturing,MERGED,0.3049016
2004-02-11,10:01:54.409,TD3BJD-R,PDS,Industrial Services,MERGED,0.30414603
2004-02-11,10:01:54.409,G90X76-R,ASCA.XX1,Consumer Services,MERGED,0.30271963
2004-02-11,10:01:54.409,WC6WWD-R,DRQ,Industrial Services,MERGED,0.30236079
2004-02-11,10:01:54.409,KFMMZS-R,EL,Consumer Non-Durables,MERGED,0.30211126
2004-02-11,10:01:54.409,MS57L1-R,HPQ,Electronic Technology,MERGED,0.3016216
2004-02-11,10:01:54.409,QF1LT7-R,BGPIQ,Retail Trade,MERGED,0.29947467
2004-02-11,10:01:54.409,V75BKP-R,DOV,Producer Manufacturing,MERGED,0.29767356
2004-02-11,10:01:54.409,VPSN43-R,EAT,Consumer Services,MERGED,0.29606834
2004-02-11,10:01:54.409,B4PGFJ-R,DXC,Technology Services,MERGED,0.29357559
2004-02-11,10:01:54.409,TSHY1B-R,MTLQQ,Commercial Services,MERGED,0.29257752
2004-02-11,10:01:54.409,Q78KB6-R,COL,Electronic Technology,MERGED,0.29006724
2004-02-11,10:01:54.409,PC4Y29-R,CCMP,Electronic Technology,MERGED,0.29001876
2004-02-11,10:01:54.409,VCNXSP-R,YUM,Consumer Services,MERGED,0.28920896
2004-02-11,10:01:54.409,QXSZ7K-R,USG,Non-Energy Minerals,MERGED,0.2876614
2004-02-11,10:01:54.409,H1PMLS-R,CL,Consumer Non-Durables,MERGED,0.28668883
2004-02-11,10:01:54.409,C8R0R7-R,TBL,Consumer Non-Durables,MERGED,0.28639538
2004-02-11,10:01:54.409,BXKWLD-R,BNI,Transportation,MERGED,0.28637596
2004-02-11,10:01:54.409,FV739Q-R,SWFT.XX1,Transportation,MERGED,0.28492921
2004-02-11,10:01:54.409,T6BX6Y-R,SKO,Retail Trade,MERGED,0.2844591
2004-02-11,10:01:54.409,PTXHRQ-R,SYD,Health Technology,MERGED,0.28234853
2004-02-11,10:01:54.410,WPKF66-R,BBY,Retail Trade,MERGED,0.28199748
2004-02-11,10:01:54.410,LX2PC4-R,BEBE,Finance,MERGED,0.28057824
2004-02-11,10:01:54.410,VDT2VP-R,BIG,Retail Trade,MERGED,0.27980936
2004-02-11,10:01:54.410,XMYTFJ-R,UHS,Health Services,MERGED,0.2789023
2004-02-11,10:01:54.410,MPXJMM-R,DIS,Consumer Services,MERGED,0.27819358
2004-02-11,10:01:54.410,P9ZJN4-R,GP.XX1,Process Industries,MERGED,0.27353774
2004-02-11,10:01:54.410,D501D8-R,JLG,Producer Manufacturing,MERGED,0.27352071
2004-02-11,10:01:54.410,B5Q94D-R,RSTI,Producer Manufacturing,MERGED,0.27266755
2004-02-11,10:01:54.410,GB3Z65-R,ESND,Distribution Services,MERGED,0.27171887
2004-02-11,10:01:54.410,CP789N-R,MPX,Consumer Durables,MERGED,0.271165
2004-02-11,10:01:54.410,D1QVD9-R,IDR,Consumer Services,MERGED,0.26770837
2004-02-11,10:01:54.410,QWV5DL-R,EW,Health Technology,MERGED,0.26678198
2004-02-11,10:01:54.410,VTBLV9-R,MCD,Consumer Services,MERGED,0.26476968
2004-02-11,10:01:54.410,RRXTTL-R,ITW,Producer Manufacturing,MERGED,0.26389791
2004-02-11,10:01:54.410,H3QZKC-R,RRA,Transportation,MERGED,0.26364298
2004-02-11,10:01:54.410,CSMTMQ-R,WMT,Retail Trade,MERGED,0.26302155
2004-02-11,10:01:54.410,JTC04X-R,CVS,Retail Trade,MERGED,0.25839336
2004-02-11,10:01:54.410,MR1PPM-R,NCOG,Commercial Services,MERGED,0.25285787
2004-02-11,10:01:54.410,C5CHD4-R,IIVI,Electronic Technology,MERGED,0.25186315
2004-02-11,10:01:54.410,KPFMHW-R,UPS,Transportation,MERGED,0.25067884
2004-02-11,10:01:54.410,MYZ7WZ-R,FL,Retail Trade,MERGED,0.25014549
2004-02-11,10:01:54.410,D41032-R,CJREF,Consumer Services,MERGED,0.25014252
2004-02-11,10:01:54.410,CHLPBT-R,QLGC,Electronic Technology,MERGED,0.24946109
2004-02-11,10:01:54.410,NT2TYR-R,UFPI,Non-Energy Minerals,MERGED,0.24904829
2004-02-11,10:01:54.410,GHPG51-R,ISCB.XX1,Consumer Services,MERGED,0.24689481
2004-02-11,10:01:54.410,B00M5L-R,UPLMQ,Energy Minerals,MERGED,0.24610256
2004-02-11,10:01:54.410,QLQKDC-R,FISV,Technology Services,MERGED,0.24459568
2004-02-11,10:01:54.411,FPQK4R-R,ROG,Process Industries,MERGED,0.24412315
2004-02-11,10:01:54.411,VK6DVM-R,LNCR,Health Services,MERGED,0.24317406
2004-02-11,10:01:54.411,HF6097-R,MSM,Distribution Services,MERGED,0.24254346
2004-02-11,10:01:54.411,GKYZP7-R,TRDO,Communications,MERGED,0.24248064
2004-02-11,10:01:54.411,FXJ92J-R,ISCA,Consumer Services,MERGED,0.2412359
2004-02-11,10:01:54.411,JMNC84-R,AMWD,Producer Manufacturing,MERGED,0.240613
2004-02-11,10:01:54.411,G6L3P2-R,AVCT.XX1,Electronic Technology,MERGED,0.23627153
2004-02-11,10:01:54.411,F07Q7W-R,CTAS,Consumer Services,MERGED,0.22943524
2004-02-11,10:01:54.411,DSG8XD-R,UTIW,Transportation,MERGED,0.22693142
2004-02-11,10:01:54.411,WRTBJT-R,URS,Industrial Services,MERGED,0.22671316
2004-02-11,10:01:54.411,MR0PSP-R,DLTR,Retail Trade,MERGED,0.22332877
2004-02-11,10:01:54.411,X0RZZ9-R,MAY.XX9,Retail Trade,MERGED,0.22303495
2004-02-11,10:01:54.411,J994MP-R,TGT,Retail Trade,MERGED,0.22030604
2004-02-11,10:01:54.411,MZZGF8-R,CP,Transportation,MERGED,0.21827168
2004-02-11,10:01:54.411,DJC2TN-R,ADBE,Technology Services,MERGED,0.21825022
2004-02-11,10:01:54.411,SY7R67-R,IDMCQ,Finance,MERGED,0.21799412
2004-02-11,10:01:54.411,NDN14P-R,LEE,Consumer Services,MERGED,0.21695646
2004-02-11,10:01:54.411,T2TNWF-R,SYY,Distribution Services,MERGED,0.21523703
2004-02-11,10:01:54.411,V2H5QG-R,APH,Electronic Technology,MERGED,0.21428435
2004-02-11,10:01:54.411,QCYLZB-R,KMX,Retail Trade,MERGED,0.20986441
2004-02-11,10:01:54.411,SY8WC9-R,MACR.XX2,Technology Services,MERGED,0.20948277
2004-02-11,10:01:54.411,LHKN8Z-R,NOC,Electronic Technology,MERGED,0.2084334
2004-02-11,10:01:54.411,S277X8-R,S.XX9,Retail Trade,MERGED,0.20663184
2004-02-11,10:01:54.411,NW728X-R,CTXS,Technology Services,MERGED,0.20448611
2004-02-11,10:01:54.411,RQSKKH-R,CASY,Retail Trade,MERGED,0.19922169
2004-02-11,10:01:54.411,CYB6Y5-R,KO,Consumer Non-Durables,MERGED,0.19903892
2004-02-11,10:01:54.412,TP3L3G-R,POLY,Electronic Technology,MERGED,0.19860087
2004-02-11,10:01:54.412,BV3N5V-R,M,Retail Trade,MERGED,0.19697535
2004-02-11,10:01:54.412,F722C7-R,LDG,Retail Trade,MERGED,0.19550096
2004-02-11,10:01:54.412,MQ119X-R,ADM,Process Industries,MERGED,0.19491032
2004-02-11,10:01:54.412,P45F43-R,BFAM.XX1,Consumer Services,MERGED,0.19360619
2004-02-11,10:01:54.412,TZ1PMJ-R,ASVI,Producer Manufacturing,MERGED,0.19231581
2004-02-11,10:01:54.412,CPCW2Z-R,CMI,Producer Manufacturing,MERGED,0.19082172
2004-02-11,10:01:54.412,BQWWY7-R,KMB,Consumer Non-Durables,MERGED,0.19030091
2004-02-11,10:01:54.412,K38HHD-R,MAR,Consumer Services,MERGED,0.18941822
2004-02-11,10:01:54.412,NV2W4W-R,MCGC,Finance,MERGED,0.18931643
2004-02-11,10:01:54.412,NDN5DT-R,ADS,Technology Services,MERGED,0.18556043
2004-02-11,10:01:54.412,BFSY5M-R,LUV,Transportation,MERGED,0.1840414
2004-02-11,10:01:54.412,V3QSBP-R,AROPQ,Retail Trade,MERGED,0.18131491
2004-02-11,10:01:54.412,T2ZH1Y-R,XEC,Energy Minerals,MERGED,0.1796795
2004-02-11,10:01:54.412,JXMLY8-R,ADSK,Technology Services,MERGED,0.17649248
2004-02-11,10:01:54.412,F1DNTM-R,RJF,Finance,MERGED,0.17529519
2004-02-11,10:01:54.412,QDYDQ7-R,JLL,Finance,MERGED,0.17426766
2004-02-11,10:01:54.412,V4QL2L-R,DIOD,Electronic Technology,MERGED,0.17311733
2004-02-11,10:01:54.412,TZ2TSL-R,WM,Industrial Services,MERGED,0.17232643
2004-02-11,10:01:54.412,N7YW9G-R,CBZ,Commercial Services,MERGED,0.17203633
2004-02-11,10:01:54.412,BK6JKQ-R,TMO,Health Technology,MERGED,0.16640534
2004-02-11,10:01:54.412,CYB1M0-R,AMGN,Health Technology,MERGED,0.16332229
2004-02-11,10:01:54.412,SYFH4M-R,SFD,Consumer Non-Durables,MERGED,0.16315505
2004-02-11,10:01:54.412,VMNPB6-R,IGI.XX1,Distribution Services,MERGED,0.1630343
2004-02-11,10:01:54.412,FWJSXX-R,AYI,Producer Manufacturing,MERGED,0.16053847
2004-02-11,10:01:54.412,NDGT5S-R,MIL.XX1,Health Technology,MERGED,0.16034909
2004-02-11,10:01:54.412,G35F2W-R,PGI,Technology Services,MERGED,0.16033932
2004-02-11,10:01:54.412,MFY5WH-R,SGMS,Consumer Services,MERGED,0.15923977
2004-02-11,10:01:54.412,VV9692-R,SRDX,Health Technology,MERGED,0.15902854
2004-02-11,10:01:54.412,V6ZV2J-R,SYNA,Electronic Technology,MERGED,0.15785096
2004-02-11,10:01:54.413,Q4Z798-R,CYH,Health Services,MERGED,0.15484851
2004-02-11,10:01:54.413,FPP9SL-R,JWN,Retail Trade,MERGED,0.15222588
2004-02-11,10:01:54.413,CP777M-R,MANT,Technology Services,MERGED,0.15180763
2004-02-11,10:01:54.413,S10CNQ-R,PUSH,Retail Trade,MERGED,0.14864592
2004-02-11,10:01:54.413,DJBQ39-R,CPRT,Commercial Services,MERGED,0.14379681
2004-02-11,10:01:54.413,TLSHMT-R,IESC,Industrial Services,MERGED,0.14209109
2004-02-11,10:01:54.413,XC0PXG-R,NSCN,Technology Services,MERGED,0.13628074
2004-02-11,10:01:54.413,F1F6W4-R,MIK.XX1,Retail Trade,MERGED,0.13077225
2004-02-11,10:01:54.413,HJMLL8-R,CALM,Consumer Non-Durables,MERGED,0.12726612
2004-02-11,10:01:54.413,H7HT7W-R,TPC,Industrial Services,MERGED,0.12576403
2004-02-11,10:01:54.413,C0Y8PC-R,ELAB,Health Technology,MERGED,0.1254949
2004-02-11,10:01:54.413,FS32CR-R,FAST,Distribution Services,MERGED,0.12373812
2004-02-11,10:01:54.413,XF43NV-R,WAB,Producer Manufacturing,MERGED,0.12138158
2004-02-11,10:01:54.413,NL8N5K-R,PETC,Retail Trade,MERGED,0.12108301
2004-02-11,10:01:54.413,T1PGRD-R,BARZ.XX1,Technology Services,MERGED,0.12025856
2004-02-11,10:01:54.413,FNKNQ2-R,OGE,Utilities,MERGED,0.11864943
2004-02-11,10:01:54.413,B3KGPP-R,CKP,Electronic Technology,MERGED,0.11462289
2004-02-11,10:01:54.413,WPL8V0-R,CENX,Non-Energy Minerals,MERGED,0.10623115
2004-02-11,10:01:54.413,DH6WPM-R,SCI,Consumer Services,MERGED,0.10462283
2004-02-11,10:01:54.413,QF2FD0-R,JRN,Consumer Services,MERGED,0.10406372
2004-02-11,10:01:54.413,FPQ8MH-R,RCI,Communications,MERGED,0.10304652
2004-02-11,10:01:54.413,S25KPP-R,HVT,Retail Trade,MERGED,0.1028567
2004-02-11,10:01:54.413,C8RCJP-R,UCO.XX9,Distribution Services,MERGED,0.1000548
2004-02-11,10:01:54.413,N3JF4G-R,MHR.XX9,Energy Minerals,MERGED,0.09940365
2004-02-11,10:01:54.413,KW432H-R,JKHY,Technology Services,MERGED,0.09874203
2004-02-11,10:01:54.413,BV81KZ-R,XJT,Transportation,MERGED,0.09846279
2004-02-11,10:01:54.413,P0SXV1-R,BTUUQ,Energy Minerals,MERGED,0.09521733
2004-02-11,10:01:54.413,L6CPTK-R,INTU,Technology Services,MERGED,0.09361683
2004-02-11,10:01:54.413,BQQFJ3-R,TBI,Commercial Services,MERGED,0.09345084
2004-02-11,10:01:54.413,L9WJCP-R,CPWM,Retail Trade,MERGED,0.09094988
2004-02-11,10:01:54.413,J1J74L-R,DCNAQ,Producer Manufacturing,MERGED,0.0906568
2004-02-11,10:01:54.413,P4BSC4-R,AMTD.XX1,Finance,MERGED,0.08454092
2004-02-11,10:01:54.413,GFJC62-R,CSCO,Technology Services,MERGED,0.0813024
2004-02-11,10:01:54.413,T8NBFZ-R,SMSC,Electronic Technology,MERGED,0.08126471
2004-02-11,10:01:54.413,T9SGFY-R,WEBX,Technology Services,MERGED,0.07301721
2004-02-11,10:01:54.413,F4PH05-R,SCSC,Distribution Services,MERGED,0.06266362
2004-02-11,10:01:54.413,V2LL6N-R,CMC,Non-Energy Minerals,MERGED,0.05827631
2004-02-11,10:01:54.413,JQXVVD-R,UCI.XX1,Finance,MERGED,0.0542419
2004-02-11,10:01:54.413,FBB311-R,ELBO,Retail Trade,MERGED,0.05388338
2004-02-11,10:01:54.414,LP3CT4-R,AXCA,Health Technology,MERGED,0.05227838
2004-02-11,10:01:54.414,FMDVDG-R,EAGL.XX1,Transportation,MERGED,0.05183834
2004-02-11,10:01:54.414,NSYS6Y-R,WOOF.XX1,Process Industries,MERGED,0.05177925
2004-02-11,10:01:54.414,VCPWML-R,TMR,Energy Minerals,MERGED,0.04537785
2004-02-11,10:01:54.414,JFVPLJ-R,NCRX,Health Services,MERGED,0.04520714
2004-02-11,10:01:54.414,X6GKR0-R,RRGB,Consumer Services,MERGED,0.04254739
2004-02-11,10:01:54.414,KX90L6-R,IVX.XX1,Health Technology,MERGED,0.04182596
2004-02-11,10:01:54.414,PHK827-R,NPO,Producer Manufacturing,MERGED,0.04063115
2004-02-11,10:01:54.414,M745FG-R,WIRE,Producer Manufacturing,MERGED,0.03671604
2004-02-11,10:01:54.414,M0HJ6G-R,ACDO,Health Services,MERGED,0.03609688
2004-02-11,10:01:54.414,W5NBSG-R,LPX,Non-Energy Minerals,MERGED,0.03477335
2004-02-11,10:01:54.414,FXN4F4-R,EDO,Electronic Technology,MERGED,0.03246579
2004-02-11,10:01:54.414,FQYV5P-R,HTG,Finance,MERGED,0.02615675
2004-02-11,10:01:54.414,SHNJVY-R,MDCC,Health Technology,MERGED,0.02244236
2004-02-11,10:01:54.414,KPKYRY-R,HAIN,Consumer Non-Durables,MERGED,0.02020695
2004-02-18,10:01:55.714,GN63J3-R,SU,Energy Minerals,MERGED,0.95368605
2004-02-18,10:01:55.714,H5490W-R,GGG,Producer Manufacturing,MERGED,0.95326738
2004-02-18,10:01:55.714,V0622Q-R,WGR,Energy Minerals,MERGED,0.94790569
2004-02-18,10:01:55.714,GSWXLY-R,CWT,Utilities,MERGED,0.9347508
2004-02-18,10:01:55.714,VFT0VQ-R,BLL,Process Industries,MERGED,0.92206817
2004-02-18,10:01:55.714,D0MCMY-R,JW.B,Consumer Services,MERGED,0.90734041
2004-02-18,10:01:55.714,DMX4QY-R,APA,Energy Minerals,MERGED,0.90667236
2004-02-18,10:01:55.714,FJ4NDH-R,ROST,Retail Trade,MERGED,0.8766326
2004-02-18,10:01:55.714,QVP8YX-R,MATX,Transportation,MERGED,0.86826436
2004-02-18,10:01:55.714,W3DV77-R,AXL,Producer Manufacturing,MERGED,0.86115825
2004-02-18,10:01:55.714,J06Y9S-R,BRO,Finance,MERGED,0.85235554
2004-02-18,10:01:55.714,K14T6R-R,HUBB,Producer Manufacturing,MERGED,0.84627653
2004-02-18,10:01:55.714,R16QYT-R,FRK,Non-Energy Minerals,MERGED,0.84135706
2004-02-18,10:01:55.714,MVGMR1-R,HTLD,Transportation,MERGED,0.84090888
2004-02-18,10:01:55.714,JBG9LM-R,BCR,Health Technology,MERGED,0.83431555
2004-02-18,10:01:55.714,FFRDST-R,KSWS,Distribution Services,MERGED,0.82798531
2004-02-18,10:01:55.714,R85V3M-R,GFF,Producer Manufacturing,MERGED,0.82447838
2004-02-18,10:01:55.714,JQXJ62-R,SM,Energy Minerals,MERGED,0.82364336
2004-02-18,10:01:55.714,GC9695-R,SHW,Process Industries,MERGED,0.8224643
2004-02-18,10:01:55.714,CHQR2M-R,CRK,Energy Minerals,MERGED,0.8171836
2004-02-18,10:01:55.714,C6GJ92-R,MHM.XX1,Producer Manufacturing,MERGED,0.81327203
2004-02-18,10:01:55.714,RDPT1Z-R,PVAHQ,Energy Minerals,MERGED,0.81032536
2004-02-18,10:01:55.714,CHK9QJ-R,JBHT,Transportation,MERGED,0.80880601
2004-02-18,10:01:55.714,MNRL1W-R,COKE,Consumer Non-Durables,MERGED,0.80559492
2004-02-18,10:01:55.714,MMMNG3-R,HGTXU,Miscellaneous,MERGED,0.80392975
2004-02-18,10:01:55.714,TLQ31K-R,TTC,Producer Manufacturing,MERGED,0.80061619
2004-02-18,10:01:55.714,Q1LDBW-R,SSP,Consumer Services,MERGED,0.79139461
2004-02-18,10:01:55.714,LRHQLX-R,DLX,Commercial Services,MERGED,0.78909871
2004-02-18,10:01:55.714,S4G24V-R,EVER.XX1,Energy Minerals,MERGED,0.78891621
2004-02-18,10:01:55.714,J70N5J-R,PCAR,Producer Manufacturing,MERGED,0.78778461
2004-02-18,10:01:55.714,VS0RYZ-R,MGEE,Utilities,MERGED,0.78371538
2004-02-18,10:01:55.714,BYKL46-R,LII,Producer Manufacturing,MERGED,0.78277476
2004-02-18,10:01:55.714,FJ4YZS-R,CAA,Consumer Durables,MERGED,0.7761986
2004-02-18,10:01:55.714,D65111-R,BRL.XX1,Health Technology,MERGED,0.77405808
2004-02-18,10:01:55.714,RMJM0R-R,NJR,Utilities,MERGED,0.77013878
2004-02-18,10:01:55.714,GX9FVZ-R,RCI.XX11,Health Services,MERGED,0.76637542
2004-02-18,10:01:55.714,BWF04Q-R,SSNC.XX1,Technology Services,MERGED,0.76506071
2004-02-18,10:01:55.714,TY311P-R,SR,Utilities,MERGED,0.76268007
2004-02-18,10:01:55.714,H8JXH0-R,CHKAQ,Energy Minerals,MERGED,0.76119046
2004-02-18,10:01:55.714,JQY6HQ-R,GISX,Distribution Services,MERGED,0.76087138
2004-02-18,10:01:55.714,PN68RD-R,ESE,Electronic Technology,MERGED,0.75863215
2004-02-18,10:01:55.714,C9W7Y9-R,NXGN,Technology Services,MERGED,0.75508722
2004-02-18,10:01:55.714,L2XPR4-R,SSD,Producer Manufacturing,MERGED,0.75505081
2004-02-18,10:01:55.714,VFY8ZQ-R,AOS,Producer Manufacturing,MERGED,0.7520914
2004-02-18,10:01:55.714,B5TG5C-R,ESRX,Retail Trade,MERGED,0.74941107
2004-02-18,10:01:55.714,TRD8YT-R,MSA,Consumer Durables,MERGED,0.74340737
2004-02-18,10:01:55.715,NXJ5SK-R,OCR,Retail Trade,MERGED,0.74018208
2004-02-18,10:01:55.715,HD2KLX-R,MIDD,Producer Manufacturing,MERGED,0.73478267
2004-02-18,10:01:55.715,DLRTBS-R,SJT,Miscellaneous,MERGED,0.7286724
2004-02-18,10:01:55.715,V98GST-R,ANH,Finance,MERGED,0.72206953
2004-02-18,10:01:55.715,B973PJ-R,AWR,Utilities,MERGED,0.71944735
2004-02-18,10:01:55.715,GZFZSF-R,OSK,Producer Manufacturing,MERGED,0.71916406
2004-02-18,10:01:55.715,DQ6FPV-R,MTSC,Electronic Technology,MERGED,0.71602318
2004-02-18,10:01:55.715,FK8VJJ-R,CRAI,Commercial Services,MERGED,0.71574334
2004-02-18,10:01:55.715,D1LNDC-R,HPOL,Commercial Services,MERGED,0.71358569
2004-02-18,10:01:55.715,NV7K28-R,IFF,Consumer Non-Durables,MERGED,0.71289287
2004-02-18,10:01:55.715,WSZPWY-R,CLC,Producer Manufacturing,MERGED,0.70964684
2004-02-18,10:01:55.715,BYNP13-R,DHI,Consumer Durables,MERGED,0.70779926
