date,time,number,abbr,sector,status,value
2004-05-19,10:02:07.100,N13NK9-R,CPPRQ,Retail Trade,MERGED,0.36792288
2004-05-19,10:02:07.100,MR1PPM-R,NCOG,Commercial Services,MERGED,0.36683665
2004-05-19,10:02:07.100,RRXTTL-R,ITW,Producer Manufacturing,MERGED,0.36592629
2004-05-19,10:02:07.100,NLB51Z-R,MANH,Technology Services,MERGED,0.36583538
2004-05-19,10:02:07.100,BL5KVX-R,COST,Retail Trade,MERGED,0.36463537
2004-05-19,10:02:07.100,MJCMS9-R,PDCE,Energy Minerals,MERGED,0.36327198
2004-05-19,10:02:07.100,BMGCS8-R,KTOS,Electronic Technology,MERGED,0.36305193
2004-05-19,10:02:07.100,HBSBX5-R,PLCE,Retail Trade,MERGED,0.36149153
2004-05-19,10:02:07.100,KFJFWS-R,IEX,Producer Manufacturing,MERGED,0.36097564
2004-05-19,10:02:07.100,RT78ZK-R,NHI,Finance,MERGED,0.36053519
2004-05-19,10:02:07.100,B1C27H-R,NEU,Process Industries,MERGED,0.36035836
2004-05-19,10:02:07.100,BYKM67-R,SAFM,Consumer Non-Durables,MERGED,0.36004984
2004-05-19,10:02:07.100,FPP9SL-R,JWN,Retail Trade,MERGED,0.35949799
2004-05-19,10:02:07.100,RXHN9P-R,BA,Electronic Technology,MERGED,0.35943014
2004-05-19,10:02:07.100,C8XJ7D-R,PNW,Utilities,MERGED,0.35896333
2004-05-19,10:02:07.100,KDBZBK-R,IART,Health Technology,MERGED,0.35623342
2004-05-19,10:02:07.100,PN6Y00-R,MO,Consumer Non-Durables,MERGED,0.35459256
2004-05-19,10:02:07.100,PKZ83M-R,INTL.XX1,Communications,MERGED,0.35416091
2004-05-19,10:02:07.100,QQ5HBQ-R,RSCR,Health Services,MERGED,0.35367885
2004-05-19,10:02:07.100,V613CM-R,CNMD,Health Technology,MERGED,0.34972309
2004-05-19,10:02:07.100,KFMMZS-R,EL,Consumer Non-Durables,MERGED,0.34661734
2004-05-19,10:02:07.100,D9JH82-R,WCC,Distribution Services,MERGED,0.34634509
2004-05-19,10:02:07.100,N834FG-R,CRRTQ,Non-Energy Minerals,MERGED,0.34200616
2004-05-19,10:02:07.100,PD98GG-R,HD,Retail Trade,MERGED,0.34159762
2004-05-19,10:02:07.100,VCPWML-R,TMR,Energy Minerals,MERGED,0.33726685
2004-05-19,10:02:07.100,DQ16QY-R,NAP.XX2,Finance,MERGED,0.33678088
2004-05-19,10:02:07.100,Q9N1H5-R,DSPG,Electronic Technology,MERGED,0.33432664
2004-05-19,10:02:07.100,PJNY6S-R,SRI,Producer Manufacturing,MERGED,0.33313671
2004-05-19,10:02:07.100,FYRXRS-R,BMET,Health Technology,MERGED,0.33220785
2004-05-19,10:02:07.100,XHD46K-R,MMC,Finance,MERGED,0.3263895
2004-05-19,10:02:07.101,SY8WC9-R,MACR.XX2,Technology Services,MERGED,0.32611863
2004-05-19,10:02:07.101,M65GSL-R,TRZ,Finance,MERGED,0.32607858
2004-05-19,10:02:07.101,R3GWRN-R,PXR.XX9,Commercial Services,MERGED,0.32426728
2004-05-19,10:02:07.101,QLMJMJ-R,SAIA,Transportation,MERGED,0.32385864
2004-05-19,10:02:07.101,F722C7-R,LDG,Retail Trade,MERGED,0.3227126
2004-05-19,10:02:07.101,GV1LNF-R,CNR,Producer Manufacturing,MERGED,0.31933018
2004-05-19,10:02:07.101,SQGY1B-R,HOT,Consumer Services,MERGED,0.31760058
2004-05-19,10:02:07.101,FNKNQ2-R,OGE,Utilities,MERGED,0.31747577
2004-05-19,10:02:07.101,FXH4XG-R,QCOM,Electronic Technology,MERGED,0.31730979
2004-05-19,10:02:07.101,JNTNH6-R,IDXG,Health Services,MERGED,0.3168496
2004-05-19,10:02:07.101,GN6RRQ-R,TXT,Electronic Technology,MERGED,0.31658837
2004-05-19,10:02:07.101,BM9QXX-R,TSN,Consumer Non-Durables,MERGED,0.31605096
2004-05-19,10:02:07.101,LJKG0W-R,CHRS.XX1,Retail Trade,MERGED,0.31604164
2004-05-19,10:02:07.101,H2VPCM-R,VLO,Energy Minerals,MERGED,0.31167627
2004-05-19,10:02:07.101,HP58X9-R,AAP,Retail Trade,MERGED,0.31063373
2004-05-19,10:02:07.101,TY1SPJ-R,DNB.XX1,Technology Services,MERGED,0.31038137
2004-05-19,10:02:07.101,TSJ4FJ-R,GNCMA,Communications,MERGED,0.31031212
2004-05-19,10:02:07.101,LQ8LX4-R,LBYYQ,Consumer Durables,MERGED,0.31005208
2004-05-19,10:02:07.101,JWH9M4-R,USFC.XX1,Transportation,MERGED,0.30556354
2004-05-19,10:02:07.101,VBDR1X-R,VTIV,Commercial Services,MERGED,0.30446245
2004-05-19,10:02:07.101,N3JF4G-R,MHR.XX9,Energy Minerals,MERGED,0.30444025
2004-05-19,10:02:07.101,G4BJZS-R,OCLR.XX1,Health Technology,MERGED,0.30412245
2004-05-19,10:02:07.101,F96XVZ-R,DD.XX1,Process Industries,MERGED,0.30343079
2004-05-19,10:02:07.101,KHSNTP-R,GPRO.XX1,Health Technology,MERGED,0.30213226
2004-05-19,10:02:07.101,DRBC9M-R,GWW,Distribution Services,MERGED,0.30145413
2004-05-19,10:02:07.101,TVSMWP-R,IM,Technology Services,MERGED,0.29981647
2004-05-19,10:02:07.101,SDDG22-R,USM,Communications,MERGED,0.29702739
2004-05-19,10:02:07.101,M79B89-R,MGM,Consumer Services,MERGED,0.29631418
2004-05-19,10:02:07.101,G25H2V-R,CNW,Transportation,MERGED,0.29547475
2004-05-19,10:02:07.101,PRGQ6L-R,SPGI,Commercial Services,MERGED,0.29451609
2004-05-19,10:02:07.101,DD15DZ-R,EYE.XX1,Health Technology,MERGED,0.29446434
2004-05-19,10:02:07.101,S8Z499-R,WST,Health Technology,MERGED,0.29195202
2004-05-19,10:02:07.101,M79KQJ-R,SEH,Producer Manufacturing,MERGED,0.28574124
2004-05-19,10:02:07.101,BL5JSW-R,BEZ,Producer Manufacturing,MERGED,0.28424364
2004-05-19,10:02:07.101,DNXNVJ-R,TKR,Producer Manufacturing,MERGED,0.28371888
2004-05-19,10:02:07.101,PKZC9Q-R,BLCBB,Consumer Services,MERGED,0.28260762
2004-05-19,10:02:07.101,QXT8TV-R,SILI,Electronic Technology,MERGED,0.28057728
2004-05-19,10:02:07.101,CYBC69-R,HRL,Consumer Non-Durables,MERGED,0.27677139
2004-05-19,10:02:07.101,VDT85V-R,PH,Producer Manufacturing,MERGED,0.27586745
2004-05-19,10:02:07.101,S4G5BY-R,PYX.XX1,Retail Trade,MERGED,0.2746706
2004-05-19,10:02:07.101,PHNSTK-R,HBG,Finance,MERGED,0.27460169
2004-05-19,10:02:07.101,D55DM9-R,CNVR,Commercial Services,MERGED,0.27299648
2004-05-19,10:02:07.101,LZ621H-R,MDPEB,Consumer Services,MERGED,0.27092124
2004-05-19,10:02:07.101,Q78D01-R,HES,Energy Minerals,MERGED,0.26982896
2004-05-19,10:02:07.101,QH6KJ2-R,WOLF,Electronic Technology,MERGED,0.26923259
2004-05-19,10:02:07.101,VYR23C-R,AXE,Distribution Services,MERGED,0.26786929
2004-05-19,10:02:07.101,H679XT-R,XRX,Electronic Technology,MERGED,0.26776523
2004-05-19,10:02:07.101,FJ4VSP-R,USON,Health Services,MERGED,0.2602517
2004-05-19,10:02:07.101,C32SJS-R,BDK,Consumer Durables,MERGED,0.26022107
2004-05-19,10:02:07.101,KYCY91-R,LHX,Electronic Technology,MERGED,0.25853517
2004-05-19,10:02:07.101,DJC60R-R,CAG,Consumer Non-Durables,MERGED,0.25696471
2004-05-19,10:02:07.101,F039VR-R,PSSI,Distribution Services,MERGED,0.25504951
2004-05-19,10:02:07.101,MMSHPN-R,GR,Electronic Technology,MERGED,0.25441813
2004-05-19,10:02:07.101,B3KGPP-R,CKP,Electronic Technology,MERGED,0.25436852
2004-05-19,10:02:07.101,DJC2TN-R,ADBE,Technology Services,MERGED,0.25404346
2004-05-19,10:02:07.101,TLPTJ9-R,BBOX,Producer Manufacturing,MERGED,0.25271672
2004-05-19,10:02:07.101,FWJSXX-R,AYI,Producer Manufacturing,MERGED,0.25205934
2004-05-19,10:02:07.101,BXKWLD-R,BNI,Transportation,MERGED,0.25099663
2004-05-19,10:02:07.101,QG6G5W-R,DIAL.XX1,Electronic Technology,MERGED,0.25016288
2004-05-19,10:02:07.101,WL1GCY-R,WAT,Health Technology,MERGED,0.2487857
2004-05-19,10:02:07.101,PSRH1X-R,LAD,Retail Trade,MERGED,0.24877132
2004-05-19,10:02:07.101,BV4P4T-R,FE,Utilities,MERGED,0.24868908
2004-05-19,10:02:07.101,PHK827-R,NPO,Producer Manufacturing,MERGED,0.24857536
2004-05-19,10:02:07.101,P5FR40-R,BCE,Communications,MERGED,0.24768401
2004-05-19,10:02:07.101,G35BYT-R,PAG,Retail Trade,MERGED,0.24492402
2004-05-19,10:02:07.101,MQ119X-R,ADM,Process Industries,MERGED,0.24131576
2004-05-19,10:02:07.101,CSP0XV-R,AXLL,Process Industries,MERGED,0.240981
2004-05-19,10:02:07.101,TZ2TSL-R,WM,Industrial Services,MERGED,0.23905465
2004-05-19,10:02:07.101,MS57L1-R,HPQ,Electronic Technology,MERGED,0.23778765
2004-05-19,10:02:07.101,K38HHD-R,MAR,Consumer Services,MERGED,0.23696564
2004-05-19,10:02:07.101,F1DNTM-R,RJF,Finance,MERGED,0.23690252
2004-05-19,10:02:07.101,MBPCLW-R,IPX,Finance,MERGED,0.23623182
2004-05-19,10:02:07.101,D41032-R,CJREF,Consumer Services,MERGED,0.23581264
2004-05-19,10:02:07.101,BV8JHF-R,APD,Process Industries,MERGED,0.23463548
2004-05-19,10:02:07.101,QXSZ7K-R,USG,Non-Energy Minerals,MERGED,0.23392191
2004-05-19,10:02:07.101,FXN4F4-R,EDO,Electronic Technology,MERGED,0.23355889
2004-05-19,10:02:07.101,HMVVTC-R,BEN,Finance,MERGED,0.23292145
2004-05-19,10:02:07.101,JYQZHJ-R,BH,Consumer Services,MERGED,0.23111522
2004-05-19,10:02:07.101,JTC04X-R,CVS,Retail Trade,MERGED,0.22557006
2004-05-19,10:02:07.101,GL3QQP-R,B,Producer Manufacturing,MERGED,0.22509812
2004-05-19,10:02:07.101,HTP7VN-R,RRX,Producer Manufacturing,MERGED,0.22359488
2004-05-19,10:02:07.101,BCDK9T-R,MAN,Commercial Services,MERGED,0.22232091
2004-05-19,10:02:07.101,Q8J4YF-R,TNB,Producer Manufacturing,MERGED,0.21855692
2004-05-19,10:02:07.102,QZ3ZG1-R,LEG,Consumer Durables,MERGED,0.21663164
2004-05-19,10:02:07.102,S25KPP-R,HVT,Retail Trade,MERGED,0.21634122
2004-05-19,10:02:07.102,Q1KLV4-R,SAH,Retail Trade,MERGED,0.21412344
2004-05-19,10:02:07.102,D9NWN6-R,QBCAF,Communications,MERGED,0.21211933
2004-05-19,10:02:07.102,J9FXR5-R,DRTE,Technology Services,MERGED,0.21179893
2004-05-19,10:02:07.102,N7YW9G-R,CBZ,Commercial Services,MERGED,0.21109842
2004-05-19,10:02:07.102,TLSHMT-R,IESC,Industrial Services,MERGED,0.20963256
2004-05-19,10:02:07.102,DJHKBV-R,ACF,Finance,MERGED,0.20683164
2004-05-19,10:02:07.102,BK6JKQ-R,TMO,Health Technology,MERGED,0.20611833
2004-05-19,10:02:07.102,VPSN43-R,EAT,Consumer Services,MERGED,0.2054158
2004-05-19,10:02:07.102,QQ164P-R,SKYW,Transportation,MERGED,0.20480932
2004-05-19,10:02:07.102,T2T952-R,TU,Communications,MERGED,0.20447533
2004-05-19,10:02:07.102,TBS2VP-R,TRMB,Electronic Technology,MERGED,0.20443947
2004-05-19,10:02:07.102,GM34R7-R,RLRN,Technology Services,MERGED,0.20410992
2004-05-19,10:02:07.102,TZ1PMJ-R,ASVI,Producer Manufacturing,MERGED,0.2028393
2004-05-19,10:02:07.102,B4PGFJ-R,DXC,Technology Services,MERGED,0.20158961
2004-05-19,10:02:07.102,H1PMLS-R,CL,Consumer Non-Durables,MERGED,0.20015382
2004-05-19,10:02:07.102,V2LL6N-R,CMC,Non-Energy Minerals,MERGED,0.19972111
2004-05-19,10:02:07.102,NDN5DT-R,ADS,Technology Services,MERGED,0.19965642
2004-05-19,10:02:07.102,TR8N0D-R,ABG,Retail Trade,MERGED,0.19893354
2004-05-19,10:02:07.102,PTXHRQ-R,SYD,Health Technology,MERGED,0.19792481
2004-05-19,10:02:07.102,SZDB1M-R,SEB,Consumer Non-Durables,MERGED,0.19748055
2004-05-19,10:02:07.102,D403D7-R,RSHCQ,Retail Trade,MERGED,0.19589353
2004-05-19,10:02:07.102,PM2MNW-R,GATX,Transportation,MERGED,0.19545002
2004-05-19,10:02:07.102,QKMPTL-R,ETP,Industrial Services,MERGED,0.19462691
2004-05-19,10:02:07.102,VV9692-R,SRDX,Health Technology,MERGED,0.19432344
2004-05-19,10:02:07.102,H8NQRL-R,LNCE,Consumer Non-Durables,MERGED,0.19395194
2004-05-19,10:02:07.102,TSCB80-R,FBNIQ,Consumer Durables,MERGED,0.19262579
2004-05-19,10:02:07.102,KK1YRK-R,GPN,Technology Services,MERGED,0.1913583
2004-05-19,10:02:07.102,CYB1M0-R,AMGN,Health Technology,MERGED,0.18926985
2004-05-19,10:02:07.102,NSYS6Y-R,WOOF.XX1,Process Industries,MERGED,0.18753606
2004-05-19,10:02:07.102,LWX4SY-R,SFYWQ,Energy Minerals,MERGED,0.18751863
2004-05-19,10:02:07.102,LTP0Z2-R,CSX,Transportation,MERGED,0.1865573
2004-05-19,10:02:07.102,NYJHHY-R,MCK,Distribution Services,MERGED,0.18435984
2004-05-19,10:02:07.102,RBFZXG-R,AMMD,Health Technology,MERGED,0.18123732
2004-05-19,10:02:07.102,JK8Z98-R,WDR,Finance,MERGED,0.17819028
2004-05-19,10:02:07.102,P4BSC4-R,AMTD.XX1,Finance,MERGED,0.17756402
2004-05-19,10:02:07.102,K7TD6M-R,LECO,Producer Manufacturing,MERGED,0.17409819
2004-05-19,10:02:07.102,VJ3PJZ-R,FALB,Non-Energy Minerals,MERGED,0.17407725
2004-05-19,10:02:07.102,F17SJ1-R,ADI,Electronic Technology,MERGED,0.17285455
2004-05-19,10:02:07.102,M506MK-R,TEK,Electronic Technology,MERGED,0.17221204
2004-05-19,10:02:07.102,MTBCGY-R,STLD,Non-Energy Minerals,MERGED,0.1710685
2004-05-19,10:02:07.102,C0Y8PC-R,ELAB,Health Technology,MERGED,0.17008291
2004-05-19,10:02:07.102,JQXVVD-R,UCI.XX1,Finance,MERGED,0.1655456
2004-05-19,10:02:07.102,RYMLZH-R,AV.XX1,Electronic Technology,MERGED,0.16526767
2004-05-19,10:02:07.102,W5NBSG-R,LPX,Non-Energy Minerals,MERGED,0.16422011
2004-05-19,10:02:07.102,GHNF62-R,RUSMF,Distribution Services,MERGED,0.16372349
2004-05-19,10:02:07.102,WRTBJT-R,URS,Industrial Services,MERGED,0.16302638
2004-05-19,10:02:07.102,BFSLJ9-R,MYE,Process Industries,MERGED,0.16228168
2004-05-19,10:02:07.102,JXMLY8-R,ADSK,Technology Services,MERGED,0.16107767
2004-05-19,10:02:07.102,F07Q7W-R,CTAS,Consumer Services,MERGED,0.16094238
2004-05-19,10:02:07.102,P35F00-R,PBSOQ,Electronic Technology,MERGED,0.16060434
2004-05-19,10:02:07.102,GB3Z65-R,ESND,Distribution Services,MERGED,0.15941607
2004-05-19,10:02:07.102,Q4Z798-R,CYH,Health Services,MERGED,0.15761458
2004-05-19,10:02:07.102,T2YF0Y-R,CEPH,Health Technology,MERGED,0.15511645
2004-05-19,10:02:07.102,F4PH05-R,SCSC,Distribution Services,MERGED,0.15427654
2004-05-19,10:02:07.102,V0C3QG-R,PALDF,Non-Energy Minerals,MERGED,0.1531755
2004-05-19,10:02:07.102,C8R98H-R,MVK,Non-Energy Minerals,MERGED,0.15030225
2004-05-19,10:02:07.102,B8374S-R,AA,Non-Energy Minerals,MERGED,0.1474605
2004-05-19,10:02:07.102,MMRZQ5-R,MSI,Electronic Technology,MERGED,0.14728323
2004-05-19,10:02:07.102,HKLJPC-R,NUE,Non-Energy Minerals,MERGED,0.14505556
2004-05-19,10:02:07.102,DG7ZNK-R,MOD,Producer Manufacturing,MERGED,0.14460249
2004-05-19,10:02:07.102,RGTSXX-R,BGFV,Retail Trade,MERGED,0.14308127
2004-05-19,10:02:07.102,V2H5QG-R,APH,Electronic Technology,MERGED,0.14262579
2004-05-19,10:02:07.102,KW432H-R,JKHY,Technology Services,MERGED,0.14196095
2004-05-19,10:02:07.102,L6CPTK-R,INTU,Technology Services,MERGED,0.13984493
2004-05-19,10:02:07.102,HF6097-R,MSM,Distribution Services,MERGED,0.13889247
2004-05-19,10:02:07.102,MLNN6Y-R,SE.XX1,Retail Trade,MERGED,0.13717173
2004-05-19,10:02:07.102,XLT03X-R,RCL,Consumer Services,MERGED,0.13576129
2004-05-19,10:02:07.102,DLNK3Q-R,SRZ,Health Services,MERGED,0.13397993
2004-05-19,10:02:07.102,B6TD5D-R,BJS,Industrial Services,MERGED,0.13083405
2004-05-19,10:02:07.102,SQLWL1-R,SGTL,Electronic Technology,MERGED,0.12808562
2004-05-19,10:02:07.102,QZ30M4-R,CLK,Commercial Services,MERGED,0.12710646
2004-05-19,10:02:07.102,VMNPB6-R,IGI.XX1,Distribution Services,MERGED,0.12038453
2004-05-19,10:02:07.102,RK4GM5-R,ADRX,Health Technology,MERGED,0.1180832
2004-05-19,10:02:07.102,HD2W66-R,PPDI,Commercial Services,MERGED,0.1095647
2004-05-19,10:02:07.102,P9ZLS6-R,DTGF,Finance,MERGED,0.10768908
2004-05-19,10:02:07.102,WC77JQ-R,DY,Industrial Services,MERGED,0.10766232
2004-05-19,10:02:07.102,KL1DV4-R,CAM,Industrial Services,MERGED,0.10594115
2004-05-19,10:02:07.102,K7TZB5-R,WFRD,Industrial Services,MERGED,0.1045654
2004-05-19,10:02:07.102,T8NBFZ-R,SMSC,Electronic Technology,MERGED,0.10269676
2004-05-19,10:02:07.102,P9ZJN4-R,GP.XX1,Process Industries,MERGED,0.10261079
2004-05-19,10:02:07.103,DJBQ39-R,CPRT,Commercial Services,MERGED,0.09944681
2004-05-19,10:02:07.103,LN3P8B-R,TPR,Retail Trade,MERGED,0.09851984
2004-05-19,10:02:07.103,CDB4PJ-R,IRGI,Commercial Services,MERGED,0.09826614
2004-05-19,10:02:07.103,MH3TRW-R,ANDV,Energy Minerals,MERGED,0.09563001
2004-05-19,10:02:07.103,BV81KZ-R,XJT,Transportation,MERGED,0.09275025
2004-05-19,10:02:07.103,M0HJ6G-R,ACDO,Health Services,MERGED,0.09148243
2004-05-19,10:02:07.103,QF2FD0-R,JRN,Consumer Services,MERGED,0.08766495
2004-05-19,10:02:07.103,QG2FJ3-R,ESL,Electronic Technology,MERGED,0.0856427
2004-05-19,10:02:07.103,QCYLZB-R,KMX,Retail Trade,MERGED,0.08446766
2004-05-19,10:02:07.103,TJF903-R,AH.XX2,Electronic Technology,MERGED,0.08295209
2004-05-19,10:02:07.103,M7439D-R,CERN,Technology Services,MERGED,0.08080883
2004-05-19,10:02:07.103,LHKN8Z-R,NOC,Electronic Technology,MERGED,0.07307765
2004-05-19,10:02:07.103,RV6ZJC-R,CTS,Electronic Technology,MERGED,0.07256632
2004-05-19,10:02:07.103,S2111F-R,LFUS,Producer Manufacturing,MERGED,0.07251116
2004-05-19,10:02:07.103,C6MFNP-R,DADE,Health Technology,MERGED,0.0706387
2004-05-19,10:02:07.103,T8HY1V-R,PRTLQ,Producer Manufacturing,MERGED,0.06978048
2004-05-19,10:02:07.103,T9SGFY-R,WEBX,Technology Services,MERGED,0.06963969
2004-05-19,10:02:07.103,P0X502-R,GDI.XX1,Producer Manufacturing,MERGED,0.06794878
2004-05-19,10:02:07.103,VWLZ1B-R,DSCP,Electronic Technology,MERGED,0.06682635
2004-05-19,10:02:07.103,PJPF47-R,IPS.XX9,Non-Energy Minerals,MERGED,0.06641323
2004-05-19,10:02:07.103,RPSW0P-R,PRV,Health Services,MERGED,0.06629855
2004-05-19,10:02:07.103,MCVGFR-R,CREO.XX9,Commercial Services,MERGED,0.0612831
2004-05-19,10:02:07.103,V98JXW-R,CYCL,Communications,MERGED,0.06001949
2004-05-19,10:02:07.103,GYF76M-R,TIVO,Technology Services,MERGED,0.05970247
2004-05-19,10:02:07.103,CHQHMD-R,CSE,Finance,MERGED,0.05733896
2004-05-19,10:02:07.103,LP3CT4-R,AXCA,Health Technology,MERGED,0.05373543
2004-05-19,10:02:07.103,KX90L6-R,IVX.XX1,Health Technology,MERGED,0.05162848
2004-05-19,10:02:07.103,FPQK4R-R,ROG,Process Industries,MERGED,0.04947998
2004-05-19,10:02:07.103,F2JNKG-R,RES,Industrial Services,MERGED,0.04836742
2004-05-19,10:02:07.103,KSV5TY-R,TAC,Utilities,MERGED,0.04643574
2004-05-19,10:02:07.103,VMM9PX-R,RS,Non-Energy Minerals,MERGED,0.04580987
2004-05-19,10:02:07.103,HQ87P5-R,TXN,Electronic Technology,MERGED,0.03424171
2004-05-19,10:02:07.103,Q67CZ0-R,MCOAQ,Retail Trade,MERGED,0.03226853
2004-05-19,10:02:07.103,G25L8Y-R,IRC,Finance,MERGED,0.03144467
2004-05-19,10:02:07.103,XG97KR-R,OO,Consumer Non-Durables,MERGED,0.03134405
2004-05-19,10:02:07.103,X6GKR0-R,RRGB,Consumer Services,MERGED,0.0291874
2004-05-19,10:02:07.103,NQTP4X-R,SPGZ,Commercial Services,MERGED,0.02534671
2004-05-19,10:02:07.103,PRLW4H-R,ITG,Finance,MERGED,0.02486682
2004-05-19,10:02:07.103,FMDVDG-R,EAGL.XX1,Transportation,MERGED,0.017985
2004-05-19,10:02:07.103,FH0KGK-R,NRP,Energy Minerals,MERGED,0.00899426
2004-05-19,10:02:07.103,DNX703-R,MHS.XX1,Finance,MERGED,0.00824563
2004-05-19,10:02:07.103,QLL1T4-R,ABM,Commercial Services,MERGED,0.0
2004-05-19,10:02:07.103,WPKHB8-R,ACIW,Technology Services,MERGED,0.0
2004-05-19,10:02:07.103,PQGZLR-R,ADVP.XX1,Health Services,MERGED,0.0
2004-05-19,10:02:07.103,GRSDSK-R,AEE,Utilities,MERGED,0.0
2004-05-19,10:02:07.103,BQQGL4-R,AGR,Utilities,MERGED,0.0
2004-05-19,10:02:07.103,KPM1VZ-R,AGU,Process Industries,MERGED,0.0
2004-05-19,10:02:07.103,FJ1B1C-R,AJG,Finance,MERGED,0.0
2004-05-19,10:02:07.103,JMNC84-R,AMWD,Producer Manufacturing,MERGED,0.0
2004-05-19,10:02:07.103,V98GST-R,ANH,Finance,MERGED,0.0
2004-05-19,10:02:07.103,VFY8ZQ-R,AOS,Producer Manufacturing,MERGED,0.0
2004-05-19,10:02:07.103,DMX4QY-R,APA,Energy Minerals,MERGED,0.0
2004-05-19,10:02:07.103,NDG727-R,APCC.XX9,Electronic Technology,MERGED,0.0
2004-05-19,10:02:07.103,XC0V5L-R,APSG.XX1,Electronic Technology,MERGED,0.0
2004-05-19,10:02:07.103,FT7VMB-R,ATO,Utilities,MERGED,0.0
2004-05-19,10:02:07.103,KB2QBM-R,ATVI,Consumer Durables,MERGED,0.0
2004-05-19,10:02:07.103,G6L3P2-R,AVCT.XX1,Electronic Technology,MERGED,0.0
2004-05-19,10:02:07.103,B973PJ-R,AWR,Utilities,MERGED,0.0
2004-05-19,10:02:07.103,W3DV77-R,AXL,Producer Manufacturing,MERGED,0.0
2004-05-19,10:02:07.103,T1PGRD-R,BARZ.XX1,Technology Services,MERGED,0.0
2004-05-19,10:02:07.103,JBG9LM-R,BCR,Health Technology,MERGED,0.0
2004-05-19,10:02:07.103,L0TLL1-R,BDN,Finance,MERGED,0.0
2004-05-19,10:02:07.103,WFLMHL-R,BDX,Health Technology,MERGED,0.0
2004-05-19,10:02:07.103,LX2PC4-R,BEBE,Finance,MERGED,0.0
2004-05-19,10:02:07.103,G6QSLG-R,BF.A,Consumer Non-Durables,MERGED,0.0
2004-05-19,10:02:07.103,LX237L-R,BF.B,Consumer Non-Durables,MERGED,0.0
2004-05-19,10:02:07.103,P45F43-R,BFAM.XX1,Consumer Services,MERGED,0.0
2004-05-19,10:02:07.103,SD84W1-R,BFS,Finance,MERGED,0.0
2004-05-19,10:02:07.103,G49K2V-R,BG,Process Industries,MERGED,0.0
2004-05-19,10:02:07.103,QF1LT7-R,BGPIQ,Retail Trade,MERGED,0.0
2004-05-19,10:02:07.103,H3ZBG4-R,BHE,Electronic Technology,MERGED,0.0
2004-05-19,10:02:07.103,VDT2VP-R,BIG,Retail Trade,MERGED,0.0
2004-05-19,10:02:07.103,T7HRLL-R,BLIAQ,Retail Trade,MERGED,0.0
2004-05-19,10:02:07.103,HD1PZ3-R,BLS.XX1,Communications,MERGED,0.0
2004-05-19,10:02:07.103,L8SKLT-R,BMY,Health Technology,MERGED,0.0
2004-05-19,10:02:07.103,CRHZ50-R,BPT,Miscellaneous,MERGED,0.0
2004-05-19,10:02:07.103,CRHRRT-R,BRK.A,Finance,MERGED,0.0
2004-05-19,10:02:07.103,DBNXVB-R,BRK.B,Finance,MERGED,0.0
2004-05-19,10:02:07.103,J06Y9S-R,BRO,Finance,MERGED,0.0
2004-05-19,10:02:07.103,T8LXRN-R,BRP.XX2,Finance,MERGED,0.0
2004-05-19,10:02:07.103,N5PDXB-R,BRY.XX1,Energy Minerals,MERGED,0.0
2004-05-19,10:02:07.103,P0SXV1-R,BTUUQ,Energy Minerals,MERGED,0.0
2004-05-19,10:02:07.103,PX1LTR-R,BXG.XX1,Finance,MERGED,0.0
2004-05-19,10:02:07.103,J75B2X-R,BYD,Consumer Services,MERGED,0.0
2004-05-19,10:02:07.103,FWDFLT-R,CACH,Retail Trade,MERGED,0.0
2004-05-19,10:02:07.103,HJMLL8-R,CALM,Consumer Non-Durables,MERGED,0.0
2004-05-19,10:02:07.103,VS1X41-R,CAR,Finance,MERGED,0.0
2004-05-19,10:02:07.103,RQSKKH-R,CASY,Retail Trade,MERGED,0.0
2004-05-19,10:02:07.103,WDHHDK-R,CBT,Process Industries,MERGED,0.0
2004-05-19,10:02:07.103,PC4Y29-R,CCMP,Electronic Technology,MERGED,0.0
2004-05-19,10:02:07.103,CN8KNS-R,CENT,Consumer Non-Durables,MERGED,0.0
2004-05-19,10:02:07.103,WPL8V0-R,CENX,Non-Energy Minerals,MERGED,0.0
2004-05-19,10:02:07.104,Q1K2VN-R,CHS,Retail Trade,MERGED,0.0
2004-05-19,10:02:07.104,CJVJF8-R,CIR,Producer Manufacturing,MERGED,0.0
2004-05-19,10:02:07.104,WSZPWY-R,CLC,Producer Manufacturing,MERGED,0.0
2004-05-19,10:02:07.104,CPCW2Z-R,CMI,Producer Manufacturing,MERGED,0.0
2004-05-19,10:02:07.104,FV824M-R,CNP,Utilities,MERGED,0.0
2004-05-19,10:02:07.104,TWXW2R-R,COP,Energy Minerals,MERGED,0.0
2004-05-19,10:02:07.104,X59VMH-R,CPG.XX1,Finance,MERGED,0.0
2004-05-19,10:02:07.104,NYN4GC-R,CPT,Finance,MERGED,0.0
2004-05-19,10:02:07.104,FK8VJJ-R,CRAI,Commercial Services,MERGED,0.0
2004-05-19,10:02:07.104,CHQR2M-R,CRK,Energy Minerals,MERGED,0.0
2004-05-19,10:02:07.104,WW3PRW-R,CRVL,Finance,MERGED,0.0
2004-05-19,10:02:07.104,GFJC62-R,CSCO,Technology Services,MERGED,0.0
2004-05-19,10:02:07.104,WM5BXP-R,CTRA,Energy Minerals,MERGED,0.0
2004-05-19,10:02:07.104,NW728X-R,CTXS,Technology Services,MERGED,0.0
